Velocity_mps,Angle_degrees,Initial_Height_m,Flight_Time_s,Max_Height_m,Distance_m
32.98,34.12,36.92,5.2149,54.3628,142.3823
50.84,18.83,43.57,5.0904,57.2938,244.9453
14.56,71.09,3.81,3.0619,13.4801,14.448
49.82,45.25,47.7,8.3746,111.5046,293.7308
86.86,49.96,41.78,14.1591,267.1725,791.1959
89.26,44.35,8.37,12.8537,206.805,820.4299
13.87,40.65,14.39,2.8658,18.551,30.1574
89.26,67.14,28.42,17.1071,373.218,593.2022
69.12,49.19,18.88,11.0152,158.3766,497.5958
62.44,77.41,14.3,12.6542,203.5719,172.2266
45.92,73.3,44.92,9.8927,143.5195,130.5401
87.03,83.83,6.79,17.7185,388.3764,165.7367
88.73,75.24,32.66,17.8655,407.8889,403.864
90.01,15.82,1.63,5.0683,32.3192,438.9182
95.91,32.09,31.7,10.9766,164.0207,891.9185
67.0,66.83,4.61,12.6322,197.9868,333.0083
76.79,74.63,46.44,15.6986,325.8716,319.5181
49.74,71.06,21.79,10.0344,134.6046,162.0004
49.4,77.94,19.73,10.2418,138.6815,105.7101
74.76,27.22,29.63,7.751,89.2302,515.293
71.09,17.77,21.44,5.2551,45.4326,355.7611
26.45,19.52,24.84,3.3249,28.8211,82.889
36.19,7.67,12.12,2.1396,13.3091,76.7394
71.67,30.05,44.08,8.3882,109.7289,520.3766
76.52,28.46,42.45,8.4576,110.2234,568.9644
53.63,75.43,28.76,11.1099,166.0771,149.887
88.59,48.2,33.82,13.9581,256.1191,824.1994
97.21,53.29,37.14,16.351,346.6791,950.1361
84.15,38.66,39.93,11.4295,180.7775,751.0317
69.57,40.0,17.0,9.4825,118.9248,505.3576
26.3,26.22,6.03,2.8069,12.9118,66.2256
14.25,7.14,24.3,2.4136,24.4599,34.1271
51.38,12.76,5.7,2.738,12.2638,137.2042
27.81,39.75,40.77,5.2183,56.8876,111.575
83.09,69.9,39.19,16.3954,349.5151,468.1655
26.22,23.0,47.74,4.3343,53.0896,104.6111
25.53,46.05,13.89,4.392,31.1088,77.8201
51.2,66.8,31.83,10.2287,144.7055,206.3111
64.88,43.4,11.82,9.3462,113.1054,440.5814
44.46,32.79,0.44,4.927,29.9885,184.1505
73.55,25.56,13.36,6.8663,64.6862,455.5924
44.77,27.42,28.96,5.3143,50.6247,211.1919
82.11,71.97,42.73,16.4477,353.4419,418.0063
45.96,12.55,26.15,3.5414,31.2333,158.8738
78.99,31.79,14.34,8.8153,102.597,591.8618
26.15,29.96,24.58,3.9357,33.2723,89.166
18.71,36.39,39.8,4.1966,46.0801,63.2071
50.44,55.74,36.5,9.2993,125.0784,264.0551
59.43,19.77,9.99,4.5462,30.5857,254.2557
11.9,77.56,20.85,3.5624,27.7327,9.1321
46.86,45.65,5.02,6.9782,62.2493,228.5849
96.18,20.07,15.1,7.159,70.6244,646.7396
24.12,69.68,45.98,6.1385,72.0563,51.416
41.23,84.72,3.21,8.4475,89.1181,32.0507
84.79,21.37,12.58,6.6828,61.2343,527.6766
49.58,71.17,26.48,10.1015,138.7173,161.6493
83.09,20.11,38.3,6.9481,79.8978,542.121
10.18,12.83,40.15,3.1007,40.4105,30.777
98.06,37.53,18.46,12.4801,200.3343,970.5145
66.34,13.88,10.72,3.8171,23.6284,245.8323
46.49,47.74,26.59,7.7172,86.9295,241.2732
47.1,78.72,4.9,9.5219,113.6427,87.7247
11.2,9.37,13.24,1.8393,13.4095,20.3253
33.83,49.42,42.79,6.5668,76.438,144.5138
38.36,83.64,9.31,8.0094,83.3891,34.0346
41.28,29.71,2.92,4.3092,24.2534,154.5001
20.19,36.53,37.43,4.247,44.7914,68.9015
82.92,70.38,31.51,16.3174,342.4427,454.3239
46.77,48.76,5.86,7.3329,68.9004,226.0841
94.65,82.84,42.0,19.5834,491.5131,231.0299
78.5,18.46,36.67,6.2615,68.1604,466.2362
59.04,9.55,4.81,2.4048,9.7002,140.0117
33.21,82.36,31.04,7.5488,86.2597,33.3296
89.58,52.9,18.51,14.8209,278.6912,800.8528
44.61,29.02,41.92,5.8684,65.7901,228.9218
43.32,69.47,11.0,8.5337,94.8847,129.6459
58.3,29.66,34.97,6.913,77.3918,350.2221
89.16,77.84,20.18,17.9981,407.3759,338.0201
28.43,9.0,31.52,3.0286,32.5281,85.043
64.68,78.0,26.86,13.3098,230.8692,178.9866
88.61,27.29,36.05,9.0912,120.1769,715.909
45.57,62.45,3.34,8.3189,86.5397,175.3387
85.99,66.74,20.74,16.3646,338.8413,555.706
76.04,7.7,35.31,3.9156,40.6006,295.0575
30.03,37.41,31.4,4.9998,48.3639,119.2607
12.2,26.77,31.42,3.1523,32.959,34.3362
19.92,22.6,18.93,2.8942,21.9168,53.2253
93.99,40.06,46.67,13.061,233.1714,939.5719
34.34,61.95,26.78,6.9628,73.5932,112.436
10.65,58.72,10.49,2.6597,14.7125,14.7073
30.46,82.39,14.07,6.5905,60.5297,26.5848
45.58,26.95,11.66,4.7156,33.4097,191.5954
13.73,41.8,16.13,2.9722,20.3986,30.4216
39.09,72.68,46.51,8.6982,117.4885,101.2245
13.39,50.94,33.96,3.8965,39.4697,32.8767
68.2,32.65,39.56,8.4553,108.562,485.5301
18.17,6.03,29.59,2.6584,29.7757,48.0359
17.35,27.69,9.5,2.4381,12.813,37.4565
50.24,64.13,39.78,10.0251,143.9347,219.7628
87.32,77.3,40.05,17.8248,409.8899,342.1822
64.96,22.46,1.88,5.1342,33.2711,308.2191
67.28,49.42,19.55,10.7872,152.6343,472.1153
82.85,42.1,48.63,12.1407,205.8792,746.3216
67.13,11.4,27.18,4.0675,36.1535,267.6643
97.38,30.39,36.04,10.7283,159.7318,901.1791
82.06,38.09,2.68,10.3733,133.2945,669.9567
84.98,19.88,24.7,6.6488,67.2621,531.344
28.9,34.34,44.83,5.1117,58.3761,121.9798
69.8,57.1,27.06,12.3933,202.1161,469.8743
22.25,83.1,8.9,4.8755,33.7684,13.0324
13.0,55.77,28.1,3.728,33.9881,27.2618
38.55,42.95,3.41,5.4819,38.5744,154.6807
75.18,46.53,33.38,11.7049,185.1065,605.4001
64.1,69.46,40.81,12.8833,224.4492,289.748
28.21,39.08,44.55,5.3298,60.6693,116.7145
87.09,68.31,16.59,16.7007,350.3646,537.5475
14.86,24.45,30.91,3.2144,32.8381,43.4825
16.89,77.54,10.85,3.9258,24.713,14.3062
45.35,5.95,6.69,1.7416,7.8164,78.5561
30.58,29.77,20.92,4.1286,32.6703,109.5905
55.43,13.22,43.66,4.5435,51.8501,245.1721
72.52,12.73,25.76,4.4406,38.7758,314.1165
61.18,28.64,4.25,6.1199,48.0772,328.6052
59.12,11.34,47.41,4.5121,54.2977,261.5477
55.18,39.96,18.49,7.7139,82.5042,326.26
33.13,77.21,36.55,7.571,89.7511,55.5277
40.34,44.6,3.58,5.8984,44.4718,169.4205
46.45,42.85,18.06,6.9687,68.9221,237.3135
28.86,62.89,36.42,6.3979,70.056,84.142
82.98,32.94,42.78,10.0655,146.5479,700.9632
25.47,20.1,33.63,3.6585,37.535,87.5067
57.29,18.68,29.32,4.9488,46.4803,268.5817
23.05,37.16,36.28,4.487,46.1605,82.425
51.01,63.23,47.51,10.2317,153.2261,235.0776
43.53,63.34,4.32,8.0406,81.4542,157.0466
38.21,63.87,32.11,7.8299,92.0907,131.7619
24.59,38.76,4.22,3.3922,16.2995,65.0443
96.76,48.66,41.38,15.3602,310.3754,981.7087
84.97,45.21,0.46,12.3017,185.8021,736.4074
68.44,69.13,13.01,13.238,221.4487,322.7645
20.64,58.85,47.79,5.4041,63.6931,57.6978
69.47,79.73,9.34,14.0715,247.4989,174.284
40.66,16.67,20.77,3.5655,27.7038,138.8804
53.78,67.21,26.12,10.6102,151.4166,221.031
50.8,38.86,39.98,7.5742,91.7579,299.6127
90.68,13.95,22.16,5.308,46.5173,467.1333
59.79,42.6,18.78,8.6914,102.2588,382.5193
43.51,46.29,34.35,7.3631,84.7663,221.3774
72.73,75.54,40.48,14.9115,293.2747,270.8074
35.1,70.42,41.43,7.822,97.1714,92.0087
76.92,21.99,42.5,7.0935,84.782,505.9369
61.8,71.51,15.43,12.2067,190.5121,239.2415
32.33,54.01,33.6,6.4029,68.4769,121.6457
78.74,9.97,10.49,3.407,19.9622,264.216
10.77,80.57,26.73,3.6564,32.4833,6.452
97.18,57.48,42.03,17.204,384.2615,898.7952
72.26,17.11,46.04,5.9198,69.0758,408.8326
35.01,33.35,23.77,4.9107,42.6507,143.6126
14.06,19.5,36.82,3.2597,37.9427,43.2026
53.33,34.43,28.51,6.9801,74.8498,307.0373
87.58,7.09,25.31,3.6267,31.2658,315.1977
56.43,43.93,21.27,8.4923,99.3902,345.1288
29.82,80.58,18.46,6.5703,62.5686,32.0673
51.78,46.91,27.61,8.3809,100.4896,296.4602
90.19,11.68,21.85,4.6753,38.8416,412.9341
47.8,76.91,30.81,10.113,141.2912,109.4814
59.12,6.72,13.51,2.5084,15.9493,147.2778
69.04,13.9,45.03,5.1603,59.0501,345.8344
97.01,20.13,32.24,7.6642,89.0511,698.0865
33.97,12.42,9.92,2.3501,12.6407,77.9646
88.14,37.91,14.52,11.3027,163.9996,785.9945
51.88,72.43,34.55,10.7394,159.2323,168.1903
43.99,55.1,18.08,7.8264,84.4234,196.9803
92.94,44.48,5.23,13.356,221.3631,885.6662
37.89,6.71,23.06,2.666,24.059,100.3228
70.14,70.96,12.6,13.7048,236.6596,313.5884
85.12,42.48,19.43,12.0483,187.8524,756.3575
56.71,22.89,36.99,5.7978,61.7892,302.9019
38.01,66.06,4.08,7.1981,65.5922,111.0213
16.74,62.52,29.5,4.3959,40.7416,33.9561
68.95,44.9,12.04,10.164,132.7716,496.4101
80.29,30.65,29.88,9.0201,115.2707,623.0479
61.47,20.21,46.54,5.9295,69.5241,342.0459
87.19,43.56,47.86,13.0001,231.8593,821.3789
51.97,6.57,39.51,3.5083,41.3121,181.129
71.05,74.27,14.52,14.1519,252.9032,272.5935
55.54,40.03,42.46,8.323,107.5013,353.9556
68.46,26.06,20.56,6.7523,66.6621,415.2663
62.45,56.75,7.73,10.7935,146.7495,369.5793
70.38,12.75,1.07,3.2342,13.3669,222.0103
52.51,75.69,28.26,10.9017,160.2096,141.491
16.27,10.71,43.76,3.311,44.226,52.9316
46.12,83.56,36.25,10.0767,143.2987,52.1262
92.37,75.23,0.37,18.2137,406.9792,428.9101
22.56,67.39,40.95,5.7084,63.0564,49.5109
52.54,10.47,14.14,2.9303,18.7861,151.3946
88.91,19.99,40.78,7.3307,87.8657,612.5047
44.87,81.67,24.63,9.5757,125.0918,62.2469
61.83,57.43,47.59,11.4691,185.9724,381.7481
81.83,76.23,12.84,16.3635,334.7958,318.7214
93.85,65.14,9.65,17.4732,379.2292,689.4011
97.33,65.47,45.08,18.5476,444.6868,749.48
36.56,66.93,4.26,6.9819,61.9253,100.0243
28.48,50.94,44.96,6.0289,69.8858,108.1959
47.28,18.99,23.52,4.2618,35.5842,190.5315
17.07,19.44,19.48,2.6544,21.1251,42.7275
22.83,30.0,33.04,4.0079,39.6813,79.2416
78.15,33.1,26.51,9.2831,119.3439,607.7434
68.85,16.78,22.18,4.9634,42.317,327.1793
18.8,30.63,12.66,2.8564,17.3362,46.2078
17.02,7.47,12.15,1.8155,12.3995,30.6376
64.09,43.22,17.65,9.3333,115.8273,435.9051
92.32,42.23,19.43,12.9559,215.6626,885.6472
52.77,59.76,19.8,9.7102,125.7316,258.0602
23.14,56.87,19.9,4.7965,39.0394,60.6611
67.84,35.16,46.24,9.0108,124.0274,499.7606
65.29,8.38,16.55,3.0472,21.1646,196.8275
65.11,8.48,1.2,2.0754,5.8986,133.652
94.71,52.56,11.38,15.4809,299.5994,891.345
26.0,81.69,13.33,5.7202,47.0649,21.4951
71.09,16.59,11.14,4.6288,32.1388,315.3634
34.09,50.49,11.18,5.7579,46.4367,124.8802
36.84,39.31,7.13,5.0462,34.8923,143.8379
40.45,78.54,18.66,8.5284,98.7626,68.5407
55.22,29.08,32.94,6.5042,69.6531,313.8867
89.04,81.2,17.41,18.1349,412.0362,247.031
67.19,36.31,3.25,8.1924,83.9325,443.5642
70.75,51.29,21.74,11.6363,177.0863,514.8545
17.33,18.24,10.05,2.0874,11.5496,34.357
73.57,11.69,26.11,4.2821,37.4354,308.4997
50.03,31.91,30.78,6.3757,66.4246,270.7724
82.8,30.19,39.84,9.3569,128.2032,669.6661
15.08,64.83,30.75,4.2556,40.244,27.2937
27.12,17.62,34.47,3.6167,37.9049,93.4833
82.25,36.72,13.92,10.3015,137.1843,679.1664
66.42,13.78,28.37,4.5084,41.1274,290.8291
41.21,44.26,2.42,5.9466,44.5811,175.5067
49.22,79.08,0.25,9.8581,119.2953,91.9184
69.81,51.19,7.61,11.2285,158.4325,491.2773
83.43,20.66,34.3,7.0002,78.4627,546.4683
76.74,68.29,28.94,14.9307,288.0234,423.8349
97.43,18.15,12.97,6.5889,59.9182,610.0155
73.26,80.76,22.62,15.0484,289.1159,177.0201
94.9,43.73,27.8,13.7854,247.1398,945.3372
52.83,54.97,4.4,8.9201,99.7834,270.4993
89.1,28.71,15.51,9.0746,108.8827,709.146
16.61,16.24,19.83,2.5392,20.9298,40.4932
71.17,24.36,1.49,6.0351,45.4114,391.2789
63.09,69.93,2.48,12.123,181.4609,262.4686
77.24,22.02,47.29,7.2364,90.0351,518.1666
94.35,17.11,11.11,6.0346,50.3827,544.1654
39.92,14.05,32.12,3.731,36.907,144.4858
91.31,53.21,1.68,14.9311,274.2166,816.4935
82.65,27.75,43.81,8.8544,119.2914,647.6483
79.38,61.06,15.24,14.3787,261.2004,552.3069
84.26,50.23,36.35,13.7429,250.1293,740.7662
45.63,40.17,23.98,6.7275,68.1369,234.5706
52.67,65.34,32.92,10.4038,149.6988,228.6302
62.75,32.13,42.8,7.9074,99.5667,420.1948
21.66,7.32,18.82,2.2602,19.2082,48.5569
69.71,6.81,37.81,3.7441,41.2925,259.1598
48.4,56.03,1.61,8.2233,83.7296,222.3903
54.78,24.5,42.66,6.0653,68.9626,302.3411
73.07,60.84,34.01,13.5218,241.5342,481.4216
88.3,73.32,44.23,17.7525,408.886,449.9266
59.8,79.66,35.28,12.566,211.6731,134.8765
25.5,59.34,41.26,5.8982,65.7839,76.6974
36.22,37.33,3.26,4.6217,27.848,133.1075
86.03,8.44,24.06,3.8488,32.1864,327.5264
10.8,65.87,39.39,4.0114,44.3414,17.7109
41.63,82.77,10.94,8.6768,97.8721,45.4599
20.04,65.93,33.94,5.0898,51.0041,41.6008
70.38,18.13,3.35,4.613,27.7959,308.5444
96.6,81.69,34.13,19.8382,499.8098,276.9709
17.41,31.09,20.33,3.1491,24.4495,46.9505
23.47,77.92,6.41,4.9433,33.2559,24.2802
74.18,27.84,18.15,7.5526,79.3168,495.4056
84.8,57.42,18.97,14.8288,279.2119,677.1249
92.8,67.62,2.32,17.5214,377.6203,619.0903
42.13,62.11,15.36,7.9838,86.0305,157.3398
94.91,41.66,43.57,13.5189,246.4261,958.5913
61.22,7.66,42.12,3.878,45.514,235.2926
34.74,32.62,4.94,4.0657,22.8149,118.9634
39.25,58.65,47.32,8.0345,104.5866,164.0676
87.94,42.72,44.98,12.8753,226.3921,831.8418
67.38,67.91,25.4,13.1232,224.0746,332.53
24.63,46.12,14.84,4.3198,30.9039,73.7489
54.81,72.0,40.31,11.3514,178.8047,192.2612
43.57,55.86,37.55,8.2769,103.831,202.3886
67.42,53.81,26.92,11.5677,177.8216,460.5002
47.84,54.73,33.04,8.7342,110.7956,241.2758
55.85,77.82,25.2,11.5739,177.1049,136.3803
99.92,57.04,9.18,17.2011,367.4267,935.083
29.01,44.12,7.79,4.4725,28.5783,93.1434
55.77,36.02,5.74,6.857,60.5622,309.3017
24.46,20.98,39.95,3.883,43.8591,88.6816
83.26,25.96,15.63,7.8371,83.3338,586.6779
62.62,9.59,41.2,4.1506,46.747,256.2784
64.49,47.71,43.19,10.5599,159.1889,458.239
44.72,76.38,45.83,9.813,142.1084,103.338
31.81,12.1,29.04,3.2061,31.3061,99.7202
49.54,56.8,32.48,9.1731,120.0629,248.8321
88.63,28.1,32.6,9.2309,121.4232,721.6986
25.73,38.43,25.28,4.4252,38.316,89.1946
10.5,15.8,29.21,2.7491,29.6266,27.775
68.23,73.93,29.52,13.8028,248.6138,260.6914
72.42,62.09,20.56,13.3609,229.303,452.9164
86.15,74.79,25.98,17.2554,378.2209,390.0084
97.63,56.32,19.05,16.7945,355.4597,909.2728
28.37,20.28,14.26,2.9802,19.1883,79.3071
85.75,66.2,42.37,16.5184,356.1124,571.6029
36.89,64.74,36.84,7.7686,93.5711,122.2929
57.45,79.19,20.9,11.8638,183.204,127.8313
13.69,15.67,2.18,1.1428,2.8769,15.0635
56.06,40.09,11.42,7.664,77.8502,328.6921
16.02,19.66,30.54,3.1044,32.0206,46.8334
74.18,83.43,37.91,15.522,314.7008,131.7423
47.89,65.85,25.06,9.4496,122.3874,185.1468
37.39,71.75,49.05,8.4262,113.3164,98.664
88.49,29.28,18.17,9.2249,113.6353,712.0195
59.84,19.34,22.71,4.9715,42.7268,280.7069
81.47,30.03,19.09,8.7568,103.8174,617.65
11.07,53.14,14.4,2.8396,18.3984,18.8563
71.59,12.33,15.65,3.9288,27.5617,274.7752
39.5,45.16,28.02,6.5786,68.0038,183.2312
12.31,54.42,13.41,2.9636,18.5188,21.2266
22.67,76.76,39.7,5.8763,64.5201,30.5105
40.47,80.89,21.77,8.6592,103.1545,55.485
22.99,5.52,0.91,0.7116,1.1593,16.2838
44.9,37.5,33.67,6.6109,71.7492,235.4906
19.13,8.52,32.95,2.8968,33.3594,54.8042
74.88,8.34,8.67,2.8373,14.6824,210.2102
89.96,48.53,16.36,13.9811,247.9471,832.9102
65.26,7.12,34.65,3.6074,37.9848,233.6035
81.72,75.44,0.34,16.1298,319.2038,331.3689
62.99,28.81,48.79,7.5127,95.7545,414.6504
11.54,41.77,44.61,3.8995,47.6219,33.5623
98.93,41.45,0.99,13.3664,219.5792,991.1368
43.12,25.98,25.88,4.9228,44.0653,190.8205
57.07,55.48,11.12,9.8174,123.8127,317.5067
33.39,81.33,49.12,7.9839,104.653,40.1855
96.19,41.91,9.28,13.242,219.6893,947.9168
97.25,6.06,11.93,2.9247,17.3023,282.8377
99.59,50.09,49.16,16.193,346.5891,1034.6566
29.67,21.72,48.13,4.4457,54.2748,122.5392
35.83,33.4,46.98,5.7012,66.808,170.5377
37.63,29.46,19.28,4.6233,36.7372,151.4797
96.12,53.45,39.01,16.2324,342.9057,929.1713
87.64,51.67,37.35,14.5399,278.2508,790.2936
21.73,60.53,11.65,4.3971,29.8919,47.007
92.25,7.05,18.54,3.4151,25.0739,312.6611
24.71,38.35,32.42,4.5715,44.4006,88.5886
65.69,24.64,36.39,6.6921,74.6192,399.576
97.13,13.94,38.08,6.0531,65.9863,570.622
90.57,84.76,28.85,18.7022,443.4528,154.6964
15.92,40.01,19.28,3.2837,24.6195,40.0403
46.52,83.71,15.35,9.7481,124.3272,49.6838
74.1,71.02,8.18,14.4015,258.4345,347.0782
10.89,75.53,21.49,3.4279,27.1571,9.3277
96.5,61.57,24.86,17.5893,391.9123,808.0907
63.86,8.37,15.05,2.9391,19.4543,185.6918
55.7,49.82,5.09,8.794,97.3944,316.0312
92.11,39.14,48.41,12.6347,220.7049,902.6364
48.69,32.9,46.12,6.7789,81.77,277.1288
15.51,17.29,28.7,2.934,29.783,43.45
71.24,56.27,49.67,12.8661,228.5839,508.959
13.45,13.77,20.37,2.3902,20.8924,31.2242
28.66,44.33,45.49,5.7079,65.9331,117.0192
91.95,25.84,24.56,8.7434,106.4249,723.5719
88.75,75.68,32.27,17.8992,409.1664,392.9086
91.19,74.91,11.03,18.0746,406.1384,429.0917
15.56,78.52,20.39,4.1182,32.2413,12.7534
34.86,34.42,17.19,4.7544,36.9799,136.7203
30.2,68.49,40.45,6.9199,80.6856,76.6257
71.36,17.71,25.02,5.3747,49.0375,365.3621
99.03,34.75,35.84,12.1113,198.2375,985.4686
94.6,59.6,2.52,16.6656,341.8445,797.7955
63.46,43.33,30.01,9.5206,126.66,439.4867
99.94,5.01,17.97,3.0004,21.8524,298.7144
26.42,45.29,40.44,5.3648,58.4085,99.7154
24.53,84.53,1.93,5.0561,32.3201,11.8227
44.91,73.66,44.24,9.7146,138.902,122.7423
20.97,73.89,45.08,5.7154,65.7672,33.2568
42.99,49.06,48.36,7.873,102.1109,221.7823
35.34,62.79,13.18,6.8026,63.5262,109.9254
98.12,62.65,34.57,18.1561,421.6974,818.4546
85.08,63.34,37.92,15.9851,332.5824,610.231
42.38,45.74,35.7,7.1989,82.6534,212.9266
74.31,22.28,28.69,6.6265,69.1456,455.6525
94.51,17.51,31.85,6.7581,73.0617,609.1131
13.21,82.42,2.99,2.8812,11.7294,5.0206
52.34,59.18,15.33,9.4931,118.3054,254.5671
88.26,60.8,15.49,15.9058,318.0279,684.8798
82.7,75.17,1.31,16.3151,327.0612,345.3454
40.6,77.26,45.68,9.0972,125.6085,81.4509
97.67,76.7,25.9,19.647,486.3778,441.4476
68.07,54.22,15.95,11.5403,171.3823,459.29
83.04,16.63,6.66,5.1108,35.4462,406.6494
71.28,78.11,29.35,14.6293,277.3193,214.8468
54.6,42.49,47.63,8.6425,116.9546,347.9624
74.01,70.26,7.79,14.313,255.1206,357.7829
53.01,16.41,30.53,4.4514,41.9609,226.3565
25.07,12.13,2.79,1.4628,4.2045,35.8536
19.63,39.29,5.53,2.9203,13.4056,44.3671
99.49,70.32,28.11,19.3941,475.3924,649.7976
83.4,9.75,47.59,4.8712,57.7572,400.3901
94.31,11.07,19.42,4.56,36.1331,422.0517
82.24,33.65,16.22,9.6339,122.0654,659.5339
94.94,77.62,46.13,19.3907,484.4222,394.69
84.93,63.44,28.69,15.8566,322.8283,602.1568
70.86,8.41,48.46,4.3724,53.9343,306.4966
73.59,27.84,13.46,7.3784,73.6577,480.1297
61.75,17.1,43.6,5.3601,60.4031,316.3543
32.83,34.24,11.21,4.2978,28.6015,116.643
32.23,15.5,31.8,3.5713,35.5811,110.9168
22.61,57.3,29.15,5.0547,47.6011,61.7423
90.19,60.85,1.76,16.0809,317.9819,706.4555
46.54,70.64,12.49,9.2277,110.7542,142.3661
14.08,13.57,23.08,2.5319,23.6363,34.654
87.4,25.72,26.31,8.3734,99.6347,659.329
98.65,48.81,34.76,15.5896,315.6541,1012.8058
57.64,40.69,8.97,7.8931,80.9479,344.9713
21.7,24.92,15.85,2.9569,20.111,58.1908
28.91,76.64,14.66,6.2154,54.9843,41.5201
55.03,45.9,29.63,8.7474,109.2279,334.9911
42.88,24.0,16.45,4.3302,31.9538,169.6262
53.43,59.0,6.75,9.4822,113.6561,260.9358
98.88,35.9,5.93,11.9221,177.2724,954.9235
19.46,80.64,46.92,5.6174,65.7108,17.7786
18.26,35.64,22.32,3.4777,28.09,51.6084
51.7,13.03,14.98,3.3015,21.9051,166.2927
29.67,15.06,14.86,2.6956,17.8891,77.2315
30.59,21.48,8.59,2.8897,14.985,82.2564
64.77,9.55,32.0,3.8746,37.8855,247.4799
58.03,74.7,45.83,12.1787,205.5143,186.487
56.77,79.84,40.3,12.073,199.4514,120.9001
20.36,16.69,6.28,1.875,8.0226,36.5668
79.5,76.46,18.73,15.9962,323.2056,297.7352
34.87,52.67,0.62,5.6751,39.8041,120.0019
12.36,50.97,39.97,3.9965,44.6687,31.1065
78.78,77.29,25.06,15.9872,326.0722,277.1045
18.53,28.11,20.48,3.1187,24.3651,50.9729
25.22,45.27,13.01,4.2735,29.372,75.8503
88.56,27.78,9.13,8.6307,95.9647,676.2404
69.56,47.98,20.11,10.9113,156.2212,508.0603
42.39,11.05,34.18,3.5949,37.5445,149.5626
75.02,83.41,14.31,15.3832,297.3821,132.4429
68.67,34.59,27.83,8.607,105.2892,486.5673
15.74,59.61,37.24,4.4675,46.6357,35.5729
30.64,20.56,27.48,3.7056,33.3814,106.3077
12.7,14.96,18.49,2.3043,19.0378,28.2727
93.99,16.49,48.38,6.874,84.6574,619.5132
71.83,38.84,18.66,9.5812,122.0914,536.0529
17.45,34.97,35.21,3.8862,40.3083,55.5705
52.6,25.39,21.47,5.4076,47.3961,256.9658
79.54,8.29,30.93,3.939,37.6335,310.0343
58.68,80.77,36.08,12.4015,207.0664,116.7249
48.68,45.23,13.54,7.418,74.4158,254.315
46.62,24.96,35.06,5.3475,54.7861,226.0164
64.01,39.06,6.59,8.3835,89.5106,416.6843
54.74,19.43,5.06,3.9722,21.9605,205.0548
78.42,81.5,43.49,16.3543,350.0823,189.5662
74.68,19.09,26.05,5.8823,56.4551,415.1318
24.72,81.5,18.29,5.645,48.7552,20.626
91.71,66.04,22.16,17.3465,380.1447,646.0412
54.05,65.59,3.51,10.1052,126.9792,225.7187
98.61,77.93,37.0,20.036,510.9423,413.1423
23.11,48.15,41.31,5.1461,56.4139,79.3456
41.56,53.24,3.35,6.8873,59.854,171.3022
25.7,69.12,41.84,6.2584,71.2278,57.3256
35.44,54.01,4.89,6.0119,46.7996,125.2045
30.92,71.39,28.42,6.8233,72.1857,67.3278
57.23,6.16,33.33,3.3069,35.2522,188.1612
87.03,69.45,26.74,16.936,365.218,517.3893
70.83,61.22,37.34,13.2319,233.773,451.2203
68.85,67.26,8.24,13.0741,213.7456,347.9537
74.02,14.6,49.33,5.5999,67.0735,401.1199
29.93,75.53,7.1,6.144,49.907,45.9491
89.67,69.01,26.46,17.3787,383.6975,558.2081
54.42,27.06,19.61,5.7434,50.8488,278.3405
31.68,28.67,1.96,3.2227,13.7341,89.578
70.09,55.86,3.98,11.8952,175.5045,467.906
83.49,56.53,19.82,14.4779,267.0402,666.6314
48.87,40.1,36.73,7.426,87.2338,277.5966
36.68,39.39,36.34,5.9837,63.9556,169.6255
58.15,5.27,32.92,3.1917,34.374,184.8128
15.75,33.62,39.0,3.8455,42.876,50.4355
99.67,69.47,43.79,19.4876,487.8432,681.1705
41.29,70.33,14.06,8.2732,91.109,114.9835
38.07,9.97,0.32,1.3907,2.5342,52.1444
29.96,7.58,31.0,2.9489,31.7961,87.577
52.84,65.9,45.39,10.6986,163.9697,230.8349
16.51,29.02,0.18,1.655,3.4495,23.8935
52.07,28.39,8.7,5.3773,39.9409,246.3213
11.88,60.6,2.0,2.2883,7.4599,13.3452
88.9,10.2,41.45,4.9253,54.0818,430.9391
93.24,40.07,1.34,12.2589,184.9531,874.7057
96.42,39.14,28.93,12.8666,217.7262,962.2148
86.68,73.36,13.07,17.0877,364.6153,424.1416
92.27,19.4,18.67,6.8076,66.5462,592.4733
82.78,24.51,42.79,8.0809,102.8988,608.6582
41.45,6.45,12.55,2.1432,13.6551,88.2733
24.22,80.07,8.03,5.1799,37.0394,21.6344
85.87,83.62,5.04,17.4571,376.2228,166.5765
16.51,26.86,17.38,2.7905,20.216,41.1007
91.94,52.84,1.45,14.9579,275.0866,830.6975
70.85,6.33,36.51,3.6384,39.6201,256.209
44.72,28.96,29.56,5.5086,53.4575,215.5412
71.8,17.19,23.25,5.2321,46.2002,358.8838
39.19,76.62,14.74,8.142,88.8282,73.8389
56.44,65.98,47.78,11.3671,183.2366,261.1502
98.38,7.12,37.87,4.287,45.4487,418.5028
90.89,36.1,27.17,11.4036,173.3383,837.4599
32.56,78.1,39.78,7.5672,91.5168,50.8062
39.9,40.01,1.66,5.2938,35.2,161.7822
69.99,42.49,49.15,10.5849,163.0632,546.2898
57.0,50.65,30.97,9.6411,129.9921,348.4408
83.47,73.23,26.76,16.6218,352.3063,400.3135
58.09,79.52,15.37,11.9086,181.67,125.8277
93.78,49.86,3.29,14.6619,265.2555,886.3995
41.93,72.44,47.38,9.2,128.8321,116.3843
59.2,31.22,2.14,6.3248,50.1299,320.2047
